Price,Bedrooms,Bathrooms,Area,Location
"EGP 500,000",3,1,160 SQM,"Agami, Alexandria•"
"EGP 625,000",3,1,110 SQM,"Agami, Alexandria•"
"EGP 575,000",2,2,100 SQM,"Agami, Alexandria•"
"EGP 600,000",2,1,120 SQM,"Agami, Alexandria•"
"EGP 5,250,000Negotiable",5,4,640 SQM,"Manshiyya, Alexandria•"
"EGP 750,000",3,2,130 SQM,"Agami, Alexandria•"
"EGP 270,000Negotiable",2,1,120 SQM,"Nakheel, Alexandria•"
"EGP 285,000Negotiable",2,1,120 SQM,"Nakheel, Alexandria•"
"EGP 2,800,000Negotiable",3,2,165 SQM,"Smoha, Alexandria•"
"EGP 975,000",2,1,120 SQM,"Sidi Beshr, Alexandria•"
"EGP 2,000,000Negotiable",2,2,200 SQM,"Mandara, Alexandria•"
"EGP 1,800,000",3,2,145 SQM,"Kafr Abdo, Alexandria•"
"EGP 2,500,000",3,2,175 SQM,"Smoha, Alexandria•"
"EGP 3,000,000",3,3,142 SQM,"Smoha, Alexandria•"
"EGP 235,000Negotiable",2,1,100 SQM,"Nakheel, Alexandria•"
"EGP 410,000Negotiable",2,2,130 SQM,"Nakheel, Alexandria•"
"EGP 230,000Negotiable",2,1,90 SQM,"Nakheel, Alexandria•"
"EGP 400,000Negotiable",3,2,150 SQM,"Smoha, Alexandria•"
"EGP 1,100,000",3,2,260 SQM,"Mandara, Alexandria•"
"EGP 3,000,000",3,2,185 SQM,"Glim, Alexandria•"
"EGP 1,250,000",2,1,100 SQM,"Miami, Alexandria•"
"EGP 360,000Negotiable",3,1,125 SQM,"Nakheel, Alexandria•"
"EGP 380,000",2,1,70 SQM,"Sidi Beshr, Alexandria•"
"EGP 3,984,000",2,1,138 SQM,"Glim, Alexandria•"
"EGP 5,994,000",2,2,210 SQM,"Roushdy, Alexandria•"
"EGP 6,776,000",3,2,232 SQM,"Laurent, Alexandria•"
"EGP 2,500,000",3,2,207 SQM,"Smoha, Alexandria•"
"EGP 1,600,000Negotiable",3,2,156 SQM,"Smoha, Alexandria•"
"EGP 1,080,000",2,1,125 SQM,"Gianaclis, Alexandria•"
"EGP 4,716,000",3,2,165 SQM,"Smoha, Alexandria•"
"EGP 3,500,000",3,2,275 SQM,"Laurent, Alexandria•"
"EGP 1,700,000Negotiable",3,1,120 SQM,"Cleopatra, Alexandria•"
"EGP 1,900,000",3,1,145 SQM,"Raml Station, Alexandria•"
"EGP 520,000Negotiable",3,1,130 SQM,"Nakheel, Alexandria•"
"EGP 4,000,000Negotiable",2,2,191 SQM,"Laurent, Alexandria•"
"EGP 4,250,000",3,4,236 SQM,"Smoha, Alexandria•"
"EGP 540,000",2,1,93 SQM,"Sidi Beshr, Alexandria•"
"EGP 4,092,000",4,2,186 SQM,"Smoha, Alexandria•"
"EGP 1,300,000",2,1,120 SQM,"Fleming, Alexandria•"
"EGP 3,420,000",3,2,180 SQM,"Saba Pasha, Alexandria•"
"EGP 250,000Negotiable",2,1,105 SQM,"Nakheel, Alexandria•"
"EGP 3,200,000Negotiable",3,2,200 SQM,"Moharam Bik, Alexandria•"
"EGP 4,349,682",4,2,184 SQM,"Moharam Bik, Alexandria•"
"EGP 1,700,000",2,1,108 SQM,"Montazah, Alexandria•"
"EGP 2,860,000",3,3,176 SQM,"Smoha, Alexandria•"
"EGP 1,800,000",3,2,230 SQM,"Sidi Beshr, Alexandria•"
"EGP 1,600,000Negotiable",3,1,135 SQM,"Glim, Alexandria•"
"EGP 360,000Negotiable",2,1,85 SQM,"Borg al-Arab, Alexandria•"
"EGP 1,350,000",3,2,125 SQM,"Fleming, Alexandria•"
"EGP 3,340,000",3,2,163 SQM,"Smoha, Alexandria•"
"EGP 6,010,000",3,2,201 SQM,"Smoha, Alexandria•"
"EGP 780,000",2,1,80 SQM,"Sidi Beshr, Alexandria•"
"EGP 2,760,000",3,2,161 SQM,"Smoha, Alexandria•"
"EGP 7,500,000",3,4,"1,100 SQM","Miami, Alexandria•"
"EGP 450,000Negotiable",2,1,90 SQM,"Fleming, Alexandria•"
"EGP 1,450,000",3,1,145 SQM,"Smoha, Alexandria•"
"EGP 2,964,000",3,3,190 SQM,"Smoha, Alexandria•"
"EGP 250,000Negotiable",2,1,90 SQM,"Nakheel, Alexandria•"
"EGP 1,450,000",3,1,145 SQM,"Smoha, Alexandria•"
"EGP 1,250,000",3,1,100 SQM,"Laurent, Alexandria•"
"EGP 1,450,000",3,1,145 SQM,"Smoha, Alexandria•"
"EGP 250,000Negotiable",2,1,90 SQM,"Nakheel, Alexandria•"
"EGP 850,000",3,1,130 SQM,"Miami, Alexandria•"
"EGP 260,000Negotiable",2,1,90 SQM,"Nakheel, Alexandria•"
"EGP 285,000Negotiable",3,1,110 SQM,"Nakheel, Alexandria•"
"EGP 3,000,000",3,2,200 SQM,"Smoha, Alexandria•"
"EGP 3,200,000",3,2,185 SQM,"Saba Pasha, Alexandria•"
"EGP 270,000Negotiable",2,1,110 SQM,"Nakheel, Alexandria•"
"EGP 1,800,000Negotiable",4,1,125 SQM,"Sidi Gaber, Alexandria•"
"EGP 670,000",3,1,125 SQM,"Asafra, Alexandria•"
"EGP 1,500,000",2,1,136 SQM,"Montazah, Alexandria•"
"EGP 2,730,001",3,3,196 SQM,"Kafr Abdo, Alexandria•"
"EGP 450,000",2,1,80 SQM,"Gianaclis, Alexandria•"
"EGP 290,000Negotiable",3,1,120 SQM,"Nakheel, Alexandria•"
"EGP 160,000Negotiable",1,1,70 SQM,"Nakheel, Alexandria•"
"EGP 4,500,000",3,3,320 SQM,"Stanley, Alexandria•"
"EGP 2,100,000",3,2,180 SQM,"Bolkly, Alexandria•"
"EGP 1,300,000Negotiable",3,1,130 SQM,"Gianaclis, Alexandria•"
"EGP 550,000Negotiable",3,1,110 SQM,"Sidi Beshr, Alexandria•"
"EGP 2,850,000Negotiable",4,2,250 SQM,"San Stefano, Alexandria•"
"EGP 1,200,000",2,1,110 SQM,"Glim, Alexandria•"
"EGP 1,100,000",3,1,150 SQM,"Sidi Beshr, Alexandria•"
"EGP 230,000Negotiable",2,1,90 SQM,"Nakheel, Alexandria•"
"EGP 210,000Negotiable",2,1,100 SQM,"Nakheel, Alexandria•"
"EGP 280,000Negotiable",3,1,100 SQM,"Nakheel, Alexandria•"
"EGP 1,300,000Negotiable",3,1,120 SQM,"Agami, Alexandria•"
"EGP 270,000Negotiable",2,1,110 SQM,"Nakheel, Alexandria•"
"EGP 300,000Negotiable",2,1,300 SQM,"Nakheel, Alexandria•"
"EGP 270,000Negotiable",2,1,110 SQM,"Nakheel, Alexandria•"
"EGP 2,200,000",3,3,200 SQM,"Sidi Beshr, Alexandria•"
"EGP 390,000Negotiable",2,1,140 SQM,"Nakheel, Alexandria•"
"EGP 150,000Negotiable",1,1,60 SQM,"Nakheel, Alexandria•"
"EGP 650,000Negotiable",2,1,115 SQM,"Abu Qir, Alexandria•"
"EGP 540,000Negotiable",3,1,125 SQM,"Seyouf, Alexandria•"
"EGP 900,000Negotiable",3,1,135 SQM,"Moharam Bik, Alexandria•"
"EGP 1,650,000Negotiable",3,1,160 SQM,"Bolkly, Alexandria•"
"EGP 750,000",3,2,120 SQM,"Mandara, Alexandria•"
"EGP 250,000",2,1,32 SQM,"Attarin, Alexandria•"
"EGP 1,850,000Negotiable",3,2,140 SQM,"Sidi Gaber, Alexandria•"
"EGP 2,500,000",2,2,130 SQM,"Sidi Beshr, Alexandria•"
"EGP 825,000Negotiable",3,1,95 SQM,"Sidi Beshr, Alexandria•"
"EGP 350,000Negotiable",3,1,135 SQM,"Agami, Alexandria•"
"EGP 250,000Negotiable",2,1,120 SQM,"Nakheel, Alexandria•"
"EGP 310,000Negotiable",2,1,110 SQM,"Nakheel, Alexandria•"
"EGP 310,000Negotiable",2,1,110 SQM,"Agami, Alexandria•"
"EGP 2,500,000",3,3,270 SQM,"Roushdy, Alexandria•"
"EGP 2,000,000",3,2,165 SQM,"Laurent, Alexandria•"
"EGP 3,200,000",3,2,175 SQM,"Smoha, Alexandria•"
"EGP 5,200,000",4,3,293 SQM,"Laurent, Alexandria•"
"EGP 2,000,000",2,1,130 SQM,"Roushdy, Alexandria•"
"EGP 750,000",2,1,96 SQM,"Miami, Alexandria•"
"EGP 1,100,000",3,1,160 SQM,"Miami, Alexandria•"
"EGP 340,000Negotiable",2,1,90 SQM,"Nakheel, Alexandria•"
"EGP 950,000",3,2,125 SQM,"Gianaclis, Alexandria•"
"EGP 4,056,000",3,3,156 SQM,"Moharam Bik, Alexandria•"
"EGP 1,450,000",3,1,145 SQM,"Smoha, Alexandria•"
"EGP 3,000,000",3,2,155 SQM,"Laurent, Alexandria•"
"EGP 1,100,000",2,3,165 SQM,"Victoria, Alexandria•"
"EGP 3,276,000",3,3,153 SQM,"Moharam Bik, Alexandria•"
"EGP 800,000",3,1,110 SQM,"Sidi Beshr, Alexandria•"
"EGP 2,450,000",3,2,140 SQM,"Roushdy, Alexandria•"
"EGP 670,000Negotiable",3,2,115 SQM,"Miami, Alexandria•"
"EGP 900,000Negotiable",3,2,200 SQM,"Agami, Alexandria•"
"EGP 8,000,000Negotiable",4,3,400 SQM,"San Stefano, Alexandria•"
"EGP 2,090,000",2,2,114 SQM,"Laurent, Alexandria•"
"EGP 3,500,000",3,2,166 SQM,"Glim, Alexandria•"
"EGP 1,950,000Negotiable",3,2,150 SQM,"Sidi Beshr, Alexandria•"
"EGP 2,100,000Negotiable",2,2,200 SQM,"Miami, Alexandria•"
"EGP 5,000,000Negotiable",3,2,185 SQM,"Smoha, Alexandria•"
"EGP 800,000Negotiable",2,1,65 SQM,"Saba Pasha, Alexandria•"
"EGP 2,200,000Negotiable",3,2,155 SQM,"Camp Caesar, Alexandria•"
"EGP 2,400,000",3,1,148 SQM,"Camp Caesar, Alexandria•"
"EGP 1,100,000",3,1,125 SQM,"Gianaclis, Alexandria•"
"EGP 2,400,000",3,3,185 SQM,"Zezenia, Alexandria•"
"EGP 6,500,000",3,2,280 SQM,"Stanley, Alexandria•"
"EGP 825,000",2,1,130 SQM,"Sidi Beshr, Alexandria•"
"EGP 1,950,000",3,2,150 SQM,"Glim, Alexandria•"
"EGP 3,700,000",4,2,165 SQM,"Roushdy, Alexandria•"
"EGP 2,961,000",3,2,126 SQM,"Smoha, Alexandria•"
"EGP 450,000",2,1,80 SQM,"Sidi Beshr, Alexandria•"
"EGP 3,400,000",3,3,240 SQM,"Zezenia, Alexandria•"
"EGP 2,900,000",2,2,126 SQM,"San Stefano, Alexandria•"
"EGP 1,750,000Negotiable",3,2,145 SQM,"Cleopatra, Alexandria•"
"EGP 1,200,000",3,1,120 SQM,"Camp Caesar, Alexandria•"
"EGP 2,600,000",2,2,106 SQM,"Roushdy, Alexandria•"
"EGP 2,200,000",3,2,169 SQM,"Laurent, Alexandria•"
"EGP 2,450,000",3,2,210 SQM,"Laurent, Alexandria•"
"EGP 3,000,000",3,2,185 SQM,"Laurent, Alexandria•"
"EGP 1,400,000",3,3,165 SQM,"Seyouf, Alexandria•"
"EGP 1,987,200",3,1,138 SQM,"San Stefano, Alexandria•"
"EGP 2,350,600",3,1,138 SQM,"Roushdy, Alexandria•"
"EGP 1,207,000",2,1,85 SQM,"San Stefano, Alexandria•"
"EGP 784,000",1,1,56 SQM,"Laurent, Alexandria•"
"EGP 3,640,000",2,2,112 SQM,"Kafr Abdo, Alexandria•"
"EGP 1,820,000",2,2,118 SQM,"Smoha, Alexandria•"
"EGP 3,850,000",4,3,285 SQM,"Laurent, Alexandria•"
"EGP 2,300,000",2,2,106 SQM,"Smoha, Alexandria•"
"EGP 3,100,000",3,2,120 SQM,"Stanley, Alexandria•"
"EGP 1,700,000",2,1,71 SQM,"Smoha, Alexandria•"
"EGP 2,080,000",2,2,106 SQM,"Smoha, Alexandria•"
"EGP 6,000,000",3,3,300 SQM,"Laurent, Alexandria•"
"EGP 2,200,000",3,2,126 SQM,"Smoha, Alexandria•"
"EGP 450,000",2,2,85 SQM,"Smoha, Alexandria•"
"EGP 1,900,000",5,5,66 SQM,"Kafr Abdo, Alexandria•"
"EGP 2,870,000",3,2,165 SQM,"Smoha, Alexandria•"
"EGP 2,111,200",3,2,140 SQM,"Smoha, Alexandria•"
"EGP 1,680,000",3,2,120 SQM,"Smoha, Alexandria•"
"EGP 2,250,000",3,2,140 SQM,"Smoha, Alexandria•"
"EGP 2,900,000",3,2,165 SQM,"Laurent, Alexandria•"
"EGP 1,900,000",3,2,144 SQM,"Smoha, Alexandria•"
"EGP 1,830,000",2,1,118 SQM,"Smoha, Alexandria•"
"EGP 3,900,000",2,1,138 SQM,"San Stefano, Alexandria•"
"EGP 2,300,000",2,1,120 SQM,"Smoha, Alexandria•"
"EGP 2,295,000",3,2,135 SQM,"Smoha, Alexandria•"
"EGP 3,800,000",3,6,184 SQM,"Smoha, Alexandria•"
"EGP 3,100,000",3,2,154 SQM,"Saba Pasha, Alexandria•"
"EGP 2,900,000",3,2,126 SQM,"Sporting, Alexandria•"
"EGP 3,500,000",3,3,167 SQM,"Smoha, Alexandria•"
"EGP 6,200,000",3,3,260 SQM,"Stanley, Alexandria•"
"EGP 4,018,000",3,3,171 SQM,"Zezenia, Alexandria•"
"EGP 3,300,000",2,2,157 SQM,"Sporting, Alexandria•"
"EGP 3,564,000",3,3,162 SQM,"Kafr Abdo, Alexandria•"
"EGP 1,700,000",1,1,70 SQM,"Smoha, Alexandria•"
"EGP 2,800,000",2,1,118 SQM,"Saba Pasha, Alexandria•"
"EGP 3,450,000Negotiable",3,2,230 SQM,"Smoha, Alexandria•"
"EGP 2,812,500",3,2,150 SQM,"Smoha, Alexandria•"
"EGP 4,800,000",3,2,280 SQM,"Smoha, Alexandria•"
"EGP 550,000Negotiable",3,1,95 SQM,"Moharam Bik, Alexandria•"
"EGP 3,400,000",3,3,240 SQM,"Zezenia, Alexandria•"
"EGP 2,500,000",3,2,250 SQM,"Saba Pasha, Alexandria•"
"EGP 4,000,000Negotiable",3,3,202 SQM,"Kafr Abdo, Alexandria•"
"EGP 2,000,000",3,2,300 SQM,"Fleming, Alexandria•"
"EGP 2,300,000Negotiable",3,1,155 SQM,"Al Ibrahimiyyah, Alexandria•"
"EGP 310,000Negotiable",2,1,90 SQM,"Nakheel, Alexandria•"
"EGP 165,000Negotiable",1,1,50 SQM,"Nakheel, Alexandria•"
"EGP 220,000Negotiable",2,1,100 SQM,"Nakheel, Alexandria•"
"EGP 370,000Negotiable",2,2,230 SQM,"Nakheel, Alexandria•"
"EGP 3,999,000",4,3,210 SQM,"Smoha, Alexandria•"
"EGP 950,000",2,1,125 SQM,"Gianaclis, Alexandria•"
"EGP 390,000Negotiable",2,1,120 SQM,"Agami, Alexandria•"
"EGP 265,000Negotiable",2,1,110 SQM,"Nakheel, Alexandria•"
"EGP 330,000Negotiable",2,2,115 SQM,"Nakheel, Alexandria•"
"EGP 290,000Negotiable",2,1,90 SQM,"Nakheel, Alexandria•"
"EGP 290,000Negotiable",2,1,220 SQM,"Nakheel, Alexandria•"
"EGP 550,000Negotiable",3,1,140 SQM,"Nakheel, Alexandria•"
"EGP 440,000Negotiable",3,1,120 SQM,"Nakheel, Alexandria•"
"EGP 195,000Negotiable",2,1,90 SQM,"Nakheel, Alexandria•"
"EGP 450,000Negotiable",3,2,130 SQM,"Nakheel, Alexandria•"
"EGP 1,850,000",3,2,155 SQM,"Bolkly, Alexandria•"
"EGP 2,100,000",3,2,185 SQM,"Sporting, Alexandria•"
"EGP 3,200,000",3,3,190 SQM,"Smoha, Alexandria•"
"EGP 200,000Negotiable",2,1,110 SQM,"Nakheel, Alexandria•"
"EGP 350,000Negotiable",3,1,115 SQM,"Agami, Alexandria•"
"EGP 2,720,000Negotiable",3,2,170 SQM,"Azarita, Alexandria•"
"EGP 3,400,000Negotiable",3,2,210 SQM,"Azarita, Alexandria•"
"EGP 260,000Negotiable",2,1,90 SQM,"Nakheel, Alexandria•"
"EGP 180,000Negotiable",1,1,70 SQM,"Nakheel, Alexandria•"
"EGP 370,000Negotiable",2,1,140 SQM,"Nakheel, Alexandria•"
"EGP 330,000Negotiable",3,1,120 SQM,"Nakheel, Alexandria•"
"EGP 295,000Negotiable",2,1,115 SQM,"Nakheel, Alexandria•"
"EGP 1,050,000",3,1,140 SQM,"Victoria, Alexandria•"
"EGP 390,000Negotiable",3,1,130 SQM,"Nakheel, Alexandria•"
"EGP 150,000Negotiable",2,1,120 SQM,"Nakheel, Alexandria•"
"EGP 495,000",3,2,260 SQM,"Nakheel, Alexandria•"
"EGP 550,000Negotiable",3,1,110 SQM,"Seyouf, Alexandria•"
"EGP 1,450,000",3,1,110 SQM,"Al Ibrahimiyyah, Alexandria•"
"EGP 550,000Negotiable",3,1,115 SQM,"Agami, Alexandria•"
"EGP 1,620,000",3,2,135 SQM,"Gianaclis, Alexandria•"
"EGP 320,000Negotiable",2,1,93 SQM,"Agami, Alexandria•"
"EGP 2,900,000",2,2,150 SQM,"Glim, Alexandria•"
"EGP 140,000Negotiable",2,1,110 SQM,"Nakheel, Alexandria•"
"EGP 160,000Negotiable",2,1,110 SQM,"Nakheel, Alexandria•"
"EGP 160,000Negotiable",2,1,100 SQM,"Nakheel, Alexandria•"
"EGP 1,250,000Negotiable",2,1,110 SQM,"Smoha, Alexandria•"
"EGP 450,000",3,1,125 SQM,"Nakheel, Alexandria•"
"EGP 2,200,000",3,2,170 SQM,"Smoha, Alexandria•"
"EGP 650,000",3,1,140 SQM,"Mandara, Alexandria•"
"EGP 1,750,000",3,2,145 SQM,"Cleopatra, Alexandria•"
"EGP 1,850,000",3,2,165 SQM,"Smoha, Alexandria•"
"EGP 11,000,000Negotiable",3,4,400 SQM,"Stanley, Alexandria•"
"EGP 1,300,000",2,2,130 SQM,"Sidi Gaber, Alexandria•"
"EGP 4,335,000",4,2,170 SQM,"Smoha, Alexandria•"
"EGP 3,500,000",3,2,205 SQM,"Glim, Alexandria•"
"EGP 140,000",2,1,70 SQM,"Bacchus, Alexandria•"
"EGP 3,075,000",3,2,205 SQM,"Glim, Alexandria•"
"EGP 2,710,500",3,2,138 SQM,"San Stefano, Alexandria•"
"EGP 1,050,000",3,1,101 SQM,"Sidi Beshr, Alexandria•"
"EGP 2,570,000",3,2,149 SQM,"Camp Caesar, Alexandria•"
"EGP 2,450,000",3,2,140 SQM,"Glim, Alexandria•"
"EGP 2,193,360",2,1,114 SQM,"Glim, Alexandria•"
"EGP 8,000,000",3,4,400 SQM,"Kafr Abdo, Alexandria•"
"EGP 5,251,000",3,2,158 SQM,"Kafr Abdo, Alexandria•"
"EGP 4,186,000",3,1,126 SQM,"San Stefano, Alexandria•"
"EGP 790,000",2,1,95 SQM,"Sidi Beshr, Alexandria•"
"EGP 375,000",2,1,110 SQM,"Seyouf, Alexandria•"
"EGP 1,200,000",2,1,115 SQM,"Asafra, Alexandria•"
"EGP 350,000Negotiable",3,1,120 SQM,"Nakheel, Alexandria•"
"EGP 2,607,500",3,2,133 SQM,"Moharam Bik, Alexandria•"
"EGP 1,400,000",2,2,100 SQM,"Laurent, Alexandria•"
"EGP 784,000",1,1,56 SQM,"San Stefano, Alexandria•"
"EGP 1,207,000",2,1,85 SQM,"Smoha, Alexandria•"
"EGP 215,000",2,1,100 SQM,"Agami, Alexandria•"
"EGP 4,675,000",3,2,173 SQM,"Stanley, Alexandria•"
"EGP 2,964,000",2,1,114 SQM,"Kafr Abdo, Alexandria•"
"EGP 440,000Negotiable",3,1,130 SQM,"Nakheel, Alexandria•"
"EGP 850,000",3,1,130 SQM,"Asafra, Alexandria•"
"EGP 320,000Negotiable",2,1,200 SQM,"Nakheel, Alexandria•"
"EGP 380,000Negotiable",2,2,130 SQM,"Nakheel, Alexandria•"
"EGP 2,672,000",3,2,167 SQM,"Smoha, Alexandria•"
"EGP 2,904,000",2,1,112 SQM,"Glim, Alexandria•"
"EGP 3,026,000",3,2,150 SQM,"San Stefano, Alexandria•"
"EGP 1,250,000",2,1,125 SQM,"Kafr Abdo, Alexandria•"
"EGP 2,150,000",2,2,153 SQM,"Smoha, Alexandria•"
"EGP 850,000",3,2,170 SQM,"Miami, Alexandria•"
"EGP 1,550,000",3,1,130 SQM,"Sporting, Alexandria•"
"EGP 3,300,000",3,2,200 SQM,"Glim, Alexandria•"
"EGP 2,428,490",3,3,207 SQM,"Azarita, Alexandria•"
"EGP 2,275,000",3,3,140 SQM,"Al Ibrahimiyyah, Alexandria•"
"EGP 4,011,150",3,3,187 SQM,"Al Ibrahimiyyah, Alexandria•"
"EGP 2,760,000",3,2,160 SQM,"Azarita, Alexandria•"
"EGP 1,980,000Negotiable",2,2,125 SQM,"Azarita, Alexandria•"
"EGP 2,275,000",3,3,140 SQM,"Azarita, Alexandria•"
"EGP 1,980,000",2,2,125 SQM,"Smoha, Alexandria•"
"EGP 450,000Negotiable",2,1,85 SQM,"Mandara, Alexandria•"
"EGP 1,100,000Negotiable",2,1,125 SQM,"Kafr Abdo, Alexandria•"
"EGP 2,100,000",3,2,140 SQM,"Smoha, Alexandria•"
"EGP 1,871,800",2,2,98 SQM,"Al Ibrahimiyyah, Alexandria•"
"EGP 2,100,000",3,2,180 SQM,"Laurent, Alexandria•"
"EGP 3,425,000",3,2,177 SQM,"Smoha, Alexandria•"
"EGP 360,000",2,2,105 SQM,"Agami, Alexandria•"
"EGP 3,325,000",3,2,190 SQM,"Camp Caesar, Alexandria•"
"EGP 380,000",2,1,100 SQM,"Sidi Beshr, Alexandria•"
"EGP 1,900,000",2,1,135 SQM,"Smoha, Alexandria•"
"EGP 3,000,000",3,2,110 SQM,"Azarita, Alexandria•"
"EGP 1,980,000",2,2,125 SQM,"Azarita, Alexandria•"
"EGP 2,760,000",3,2,160 SQM,"Azarita, Alexandria•"
"EGP 2,100,000",3,2,140 SQM,"Roushdy, Alexandria•"
"EGP 1,950,000",3,2,150 SQM,"Roushdy, Alexandria•"
"EGP 160,000Negotiable",2,1,110 SQM,"Nakheel, Alexandria•"
"EGP 500,000Negotiable",3,1,100 SQM,"Al Hadrah, Alexandria•"
"EGP 1,757,000",1,1,70 SQM,"Sporting, Alexandria•"
"EGP 1,757,000",1,1,70 SQM,"San Stefano, Alexandria•"
"EGP 2,440,000",2,1,106 SQM,"Roushdy, Alexandria•"
"EGP 2,440,000",2,1,106 SQM,"San Stefano, Alexandria•"
"EGP 2,440,000",2,1,106 SQM,"Laurent, Alexandria•"
"EGP 2,440,000",2,1,106 SQM,"Glim, Alexandria•"
"EGP 2,440,000",2,1,106 SQM,"Smoha, Alexandria•"
"EGP 1,757,000",1,1,70 SQM,"Camp Caesar, Alexandria•"
"EGP 1,757,000",1,1,70 SQM,"Smoha, Alexandria•"
"EGP 1,757,000",1,1,70 SQM,"Kafr Abdo, Alexandria•"
"EGP 3,984,018",2,1,138 SQM,"Smoha, Alexandria•"
"EGP 3,984,018",2,1,138 SQM,"Roushdy, Alexandria•"
"EGP 2,892,500",2,1,118 SQM,"Laurent, Alexandria•"
"EGP 900,000",2,1,110 SQM,"Mandara, Alexandria•"
"EGP 360,000Negotiable",2,1,120 SQM,"Nakheel, Alexandria•"
"EGP 235,000Negotiable",2,2,100 SQM,"Nakheel, Alexandria•"
"EGP 450,000Negotiable",3,1,135 SQM,"Agami, Alexandria•"
"EGP 375,000Negotiable",2,1,100 SQM,"Nakheel, Alexandria•"
"EGP 370,000Negotiable",3,1,130 SQM,"Nakheel, Alexandria•"
"EGP 480,000Negotiable",3,1,125 SQM,"Nakheel, Alexandria•"
"EGP 290,000Negotiable",2,1,110 SQM,"Nakheel, Alexandria•"
"EGP 330,000Negotiable",3,1,120 SQM,"Nakheel, Alexandria•"
"EGP 170,000Negotiable",2,1,120 SQM,"Nakheel, Alexandria•"
"EGP 260,000Negotiable",2,1,120 SQM,"Nakheel, Alexandria•"
"EGP 260,000Negotiable",2,1,100 SQM,"Nakheel, Alexandria•"
"EGP 230,000Negotiable",2,1,90 SQM,"Nakheel, Alexandria•"
"EGP 450,000Negotiable",3,2,135 SQM,"Nakheel, Alexandria•"
"EGP 420,000Negotiable",2,1,100 SQM,"Nakheel, Alexandria•"
"EGP 300,000Negotiable",2,1,90 SQM,"Nakheel, Alexandria•"
"EGP 690,000Negotiable",3,2,200 SQM,"Nakheel, Alexandria•"
"EGP 520,000Negotiable",3,2,130 SQM,"Nakheel, Alexandria•"
"EGP 580,000Negotiable",3,2,130 SQM,"Nakheel, Alexandria•"
"EGP 285,000Negotiable",2,1,170 SQM,"Nakheel, Alexandria•"
"EGP 420,000Negotiable",3,1,130 SQM,"Nakheel, Alexandria•"
"EGP 6,036,763",4,4,212 SQM,"San Stefano, Alexandria•"
"EGP 340,000Negotiable",3,1,125 SQM,"Nakheel, Alexandria•"
"EGP 510,000Negotiable",2,1,120 SQM,"Nakheel, Alexandria•"
"EGP 370,000Negotiable",2,1,110 SQM,"Nakheel, Alexandria•"
"EGP 380,000Negotiable",3,2,130 SQM,"Nakheel, Alexandria•"
"EGP 290,000Negotiable",2,1,115 SQM,"Nakheel, Alexandria•"
"EGP 500,000",3,1,120 SQM,"Mandara, Alexandria•"
"EGP 2,890,000",3,2,135 SQM,"Smoha, Alexandria•"
"EGP 390,000Negotiable",3,2,130 SQM,"Nakheel, Alexandria•"
"EGP 285,000Negotiable",2,1,90 SQM,"Nakheel, Alexandria•"
"EGP 3,700,000Negotiable",3,2,165 SQM,"Kafr Abdo, Alexandria•"
"EGP 500,000Negotiable",3,2,140 SQM,"Asafra, Alexandria•"
"EGP 1,950,000Negotiable",3,1,145 SQM,"Roushdy, Alexandria•"
"EGP 750,000",1,1,70 SQM,"Mandara, Alexandria•"
"EGP 1,850,000Negotiable",3,2,155 SQM,"Bolkly, Alexandria•"
"EGP 6,900,000Negotiable",5,4,272 SQM,"Kafr Abdo, Alexandria•"
"EGP 275,000Negotiable",2,1,70 SQM,"Montazah, Alexandria•"
"EGP 450,000Negotiable",2,1,100 SQM,"Asafra, Alexandria•"
"EGP 395,000Negotiable",2,1,110 SQM,"Nakheel, Alexandria•"
"EGP 240,000Negotiable",2,1,110 SQM,"Nakheel, Alexandria•"
"EGP 620,000",3,1,115 SQM,"Seyouf, Alexandria•"
"EGP 1,050,000",3,1,180 SQM,"Asafra, Alexandria•"
"EGP 1,100,000",3,1,160 SQM,"Sidi Beshr, Alexandria•"
"EGP 850,000",3,1,155 SQM,"Sidi Beshr, Alexandria•"
"EGP 1,450,000",3,2,145 SQM,"Moharam Bik, Alexandria•"
"EGP 650,000",2,2,120 SQM,"Sidi Beshr, Alexandria•"
"EGP 1,850,000",3,1,160 SQM,"Sidi Beshr, Alexandria•"
"EGP 320,000Negotiable",2,1,110 SQM,"Nakheel, Alexandria•"
"EGP 6,000,000",4,3,260 SQM,"Saba Pasha, Alexandria•"
"EGP 2,639,000",3,2,145 SQM,"Saba Pasha, Alexandria•"
"EGP 1,600,000",3,2,142 SQM,"Sidi Beshr, Alexandria•"
"EGP 660,000",2,2,140 SQM,"Sidi Beshr, Alexandria•"
"EGP 1,900,000",1,1,66 SQM,"Stanley, Alexandria•"
"EGP 2,757,927",3,2,140 SQM,"Smoha, Alexandria•"
"EGP 1,150,000",3,3,154 SQM,"Mandara, Alexandria•"
"EGP 4,200,000",3,3,177 SQM,"Camp Caesar, Alexandria•"
"EGP 4,000,000",3,3,267 SQM,"Stanley, Alexandria•"
"EGP 3,172,500",3,1,135 SQM,"Laurent, Alexandria•"
"EGP 2,115,360",2,2,113 SQM,"Laurent, Alexandria•"
"EGP 1,750,000",2,2,125 SQM,"Glim, Alexandria•"
"EGP 3,307,500",3,3,245 SQM,"Smoha, Alexandria•"
"EGP 260,000Negotiable",2,1,220 SQM,"Nakheel, Alexandria•"
